,msg_sender,sender_text,quoted_sender,quoted_text,msg_datetime,read_more_btn
431,Fls Rokib,"Dear RAN_FLS mates

DHJTB42 4G All cell down several times since 01/01/2023 to till now due to SW error issue. Today I escalated to RAN BO to upgraded new software version to solve it permanently.
As per RAN BO zakeer vai if we get any SW error issue with old version software then we have to restored by As per RAN BO MOP. After that we have to inform RAN BO, 
That software version of this site is now old version, this has to be upgraded to new software version to solve it permanently.
@Jahid Vaia vai
@Subrato Dada dada",,,2023-01-21 17:41,
432,Sobuj RNM,"Close Notification:
7 2G & 7 4G Sites in Mymensingh are up
Severity: C3
FT: 14:35_21/01
RT: 16:38_21/01
DUR: 02:03
POP: TNSDR08
Cause: Fiber cut at SCL end
SCL team restore their fiber
Area: Bhuapur & Tangail Sadar
Unit: SCL
Tracking ID: RDTXM2301211435",You,ok,2023-01-21 17:45,
433,Sobuj RNM,"Update of Site Down at 18:00 On 21-01-2023

Region: 2G/3G/4G
National: 74/25/104

DHK_M: 2/0/1
DHK_N: 7/4/8
DHK_S: 3/2/4
DHK_O: 1/0/1
CTG_M: 5/0/3
CTG_N: 23/0/29---C2 incident
CTG_S: 3/0/2
COM: 2/1/3
NOA: 8/0/8---C3 incident
SYL: 6/6/7
MYM: 3/6/25---Discrete
BAR: 5/3/5
KHL: 1/3/2
KUS: 5/0/5
RAJ: 0/0/0
RANG: 0/0/1",,,2023-01-21 18:04,
434,Eshtiuk Hossain,"Pending Incidents at 18:00_21/01/2023

Fiber Network:

1. CGHTZ11 (Egaromile) to RMKKL05 (Ghagra) BTCL DWDM fiber is down
Impact: No outage
Severity: C-3
FT: 19:25_18/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BTCL

2. NOSNM29(Sonaimuri Outer) to NOCTK18(Halima Dighirpar) BTCL fiber (Router to Router, Full break) is still down
Impact: No outage
Severity: C-3
FT: 23:00_20/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BTCL

3. DHPTN42(Dhaka-2) to DHSBB47(HUB08) SCL OSN(Protection) fiber is  down
Impact: No outage
Severity: C-3
FT: 15:03_21/01
ERT: Yet to share
Unit: SCL

4. GPSDRP8(BB01) to GPSDRK6(GP1625) FHL Working Fiber (Router to Router ) is down (SCR ID : 12501)
 Impact: No outage
Severity: C-3
FT: 12:21_21/01
ERT: Yet to share
Unit: FHL

5. NGSNG01(Kac…",,,2023-01-21 18:06,Read more
435,Txmonitoring,Fiber incident update at 18:00_21/01,,,2023-01-21 18:16,
436,Eshtiuk Hossain,ICMP Delay & Packet Loss Update 21/01/2023 18:00,,,2023-01-21 18:22,
437,__omi__,"@Sobuj RNM, as discussed send me active alarm from ENM of DBE50.. @baitul assist sobuj",baitul,"Bhai, yellow mark all sites are down(All tech) with power alarm.",2023-01-21 16:48,
438,Sajal,SCL fiber cut issue. They're taking care,You,"@Tanveer Vai TX vai, please check. e.co saying to check with NTTN",2023-01-21 17:00,
439,Sobuj RNM,"Incident Notification:
6 2G & 6 4G Sites in Noakhali are down 
Severity: C3
FT: 16:38_21/01
ERT: 04 hrs
POP: NOSBC07
Cause: Suspecting fiber cut at SCL end
Area: Companiganj & Subarnachar
Unit: SCL
Tracking ID: RDTXM2301211638",,,2023-01-21 17:12,
440,__omi__,ok,Sajal,SCL fiber cut issue. They're taking care,2023-01-21 17:14,
441,Sobuj RNM,"Update of Site Down at 17:00 On 21-01-2023

Region: 2G/3G/4G
National: 101/57/138

DHK_M: 2/1/3
DHK_N: 11/5/11---Discrete
DHK_S: 4/4/3
DHK_O: 1/1/2
CTG_M: 5/1/1
CTG_N: 4/0/9
CTG_S: 2/0/2
COM: 2/1/4
NOA: 8/0/8---Discrete+incident
SYL: 24/15/23---Discrete+incident
MYM: 12/12/42---Discrete
BAR: 12/9/13---Discrete
KHL: 6/7/7
KUS: 5/1/5
RAJ: 3/0/4
RANG: 0/0/1",,,2023-01-21 17:16,
442,baitul,DBE50 No alarm reported since 14-01-22. We are checking with OSS.,You,"@Sobuj RNM, as discussed send me active alarm from ENM of DBE50.. @baitul assist sobuj",2023-01-21 17:17,
443,__omi__,"@Sobuj RNM, send a mail with snap from ENM. i am taking with concerns",baitul,DBE50 No alarm reported since 14-01-22. We are checking with OSS.,2023-01-21 17:20,
444,__omi__,"@Jalal Vaia vaia, this the reason for high gap between 2G & 4G at MYM.",baitul,DBE50 No alarm reported since 14-01-22. We are checking with OSS.,2023-01-21 17:21,
445,Jalal Vaia,Why 4G outage is so high?,Hosna Ara,"Update of Site Down at 15:00 On 21-01-2023

Region: 2G/3G/4G
National: 97/60/139

DHK_M: 2/1/2
DHK_N: 9/7/10_
DHK_S: 2/4/3
DHK_O: 2/2/3
CTG_M: 9/3/5
CTG_N: 13/1/23_
CTG_S: 2/1/1
COM: 2/0/2
NOA: 8/1/7
SYL: 12/8/12-
MYM: 7/17/40-[0/0/7]
BAR: 8/6/9_
KHL: 4/5/5
KUS: 14/4/13_
RAJ: 3/0/3
RANG: 0/0/1",2023-01-21 15:42,
446,__omi__,checking vaia,Jalal Vaia,Why 4G outage is so high?,2023-01-21 15:43,
447,Hosna Ara,"Close Notification:
3 2G, 2 3G & 3 4G Sites in Chittagong South are up
Severity: C3
FT: 13:21_21/01
RT: 14:18_21/01
DUR: 00:57
Link: BBTCI02-BBAKD05
Cause: Outage occurred due to CR_581167 activity
CR Slogan: Rectifier Fault rectification at BBAKD05
Action: CR team finished their activity  
Remarks: Impact list mismatched found
Area: Alikadam
Unit: e.co
TT: INC000017923181",Hosna Ara,"Update Notification:
3 2G, 2 3G & 3 4G Sites in Chittagong South are still down
Severity: C3
FT: 13:21_21/01
ERT: Yet to share
Link: BBTCI02-BBAKD05
Cause: Outage occurred due to CR_581167 activity
CR Slogan: Rectifier Fault rectification at BBAKD05
Action: CR team is still working 
Remarks: Impact list mismatched found
Area: Alikadam
Unit: e.co
TT: INC000017923181",2023-01-21 14:23,
448,Paru,Checking bhaia,Alauddin Vai,"@Paru , any CR at DHDHN01 site ?",2023-01-21 13:55,
449,Hosna Ara,"Update Notification:
3 2G, 2 3G & 3 4G Sites in Chittagong South are still down
Severity: C3
FT: 13:21_21/01
ERT: Yet to share
Link: BBTCI02-BBAKD05
Cause: Outage occurred due to CR_581167 activity
CR Slogan: Rectifier Fault rectification at BBAKD05
Action: CR team is still working 
Remarks: Impact list mismatched found
Area: Alikadam
Unit: e.co
TT: INC000017923181",,,2023-01-21 13:55,
450,Paru,No cr activity found,Alauddin Vai,"@Paru , any CR at DHDHN01 site ?",2023-01-21 13:58,
451,Alauddin Vai,ok,,,2023-01-21 13:59,
452,Eric Amit Dada,ICMP Delay & Packet Loss Update 21/01/2023 14:00,,,2023-01-21 14:01,
453,Shoriful,"Vaia actually alarm is not working properly. It's false alarm
I have called biddut vai to rectify it",Alauddin Vai,ok,2023-01-21 14:01,
454,Hosna Ara,that means close was ok? Fiber cut at FHL end,Shoriful,"Vaia actually alarm is not working properly. It's false alarm
I have called biddut vai to rectify it",2023-01-21 14:03,
455,Alauddin Vai,yes,,,2023-01-21 14:04,
456,Alauddin Vai,Wait,Hosna Ara,that means close was ok? Fiber cut at FHL end,2023-01-21 14:05,
457,Alauddin Vai,Cause: 01 hand fiber cut of FHL & other hand power issue at ring site DHDHN01,,,2023-01-21 14:05,
458,Alauddin Vai,"Unit: FHL, e.co",,,2023-01-21 14:06,
459,Hosna Ara,"Update of Site Down at 14:00 On 21-01-2023

Region: 2G/3G/4G
National: 113/76/151

DHK_M: 2/0/1
DHK_N: 7/5/7
DHK_S: 5/6/6
DHK_O: 4/4/5
CTG_M: 16/7/15-Discrete & incident[5/4/5]
CTG_N: 12/3/20-Discrete
CTG_S: 5/4/5
COM: 5/6/13-Discrete
NOA: 4/1/4
SYL: 14/8/14-Discrete
MYM: 11/17/32-Discrete
BAR: 3/4/4
KHL: 3/3/3
KUS: 7/2/6
RAJ: 1/0/1
RANG: 14/6/15_Incident[15/8/18]",,,2023-01-21 14:06,
460,Hosna Ara,@Shoriful vaia please need to update tracker accordingly,Alauddin Vai,Cause: 01 hand fiber cut of FHL & other hand power issue at ring site DHDHN01,2023-01-21 14:07,
461,Alauddin Vai,only update the tracker,,,2023-01-21 14:07,
462,Hosna Ara,"Close Notification:
5 2G, 4 3G & 5 4G Sites in Chittagong Metro are up
Severity: C3
FT: 12:16_21/01
RT: 14:07_21/01
DUR: 01:51
POP: CGPTG18
Cause: Fiber cut at SCL end
Action: SCL team restored their fiber
Area: Patenga Thana
Unit: SCL
Tracking ID: RDTXM2301211217",Hosna Ara,"Update Notification:
5 2G, 4 3G & 5 4G Sites in Chittagong Metro are still down
Severity: C3
FT: 12:16_21/01
ERT: 4 hrs
POP: CGPTG18
Cause: Suspecting fiber issue at SCL end
Area: Patenga Thana
Unit: SCL
Tracking ID: RDTXM2301211217",2023-01-21 14:10,
463,Hosna Ara,"Close Notification:
15 2G, 8 3G & 18 4G Sites in Rangpur are up
Severity: C3
FT: 13:09_21/01
RT: 14:07_21/01
DUR: 00:58
POP: GBSDR16
Cause: Power issue at POP(GBSDR16 RTN6-RTN03 LAN interface down)
Action: Commercial power restored 
Area: Fulchhari, Gaibandha Sadar, Palashbari & Sadullapur
Unit: ULKA
TT: INC000017922938",Hosna Ara,"Incident Notification:
15 2G, 8 3G & 18 4G Sites in Rangpur are down
Severity: C3
FT: 13:09_21/01
ERT: 1 hr
POP: GBSDR16
Cause: power issue at POP(GBSDR16 RTN6-RTN03 LAN interface down)
Area: Fulchhari, Gaibandha Sadar, Palashbari & Sadullapur
Unit: ULKA
TT: INC000017922938",2023-01-21 14:15,
464,hasan yeaseen,"@Eric Amit Dada dada , as discussed please add vendor info",Eric Amit Dada,ICMP Delay & Packet Loss Update 21/01/2023 14:00,2023-01-21 14:18,
465,Eric Amit Dada,"Close Notification: (Internal Only)
All planes of Ericsson RNC CRE13 were down for 1min
Impact: All services of this RNC were impacted for serving area Feni and Noakhali
Severity: C-1
FT: 12:36_21/01
RT: 12:37_21/01
DUR: 00:01
Cause: Formal RCA will cover the detail investigation & its findings
Physical Location: Alekharchar Core (Co-located)
Serving Area: FENI METRO, FENI OUTER, NOAKHALI METRO, NOAKHALI OUTER
Unit: Transport Ops, RAN Ops
Tracking ID: RDCNM2301211236",,,2023-01-21 13:27,
466,Hosna Ara,"Close Notification:
13 2G, 4 3G & 11 4G Sites in Dhaka Metro & Dhaka South are up
Severity: C3
FT: 12:07_21/01
RT: 13:27_21/01
DUR: 01:20
POP: DHDHN15
Cause: Fiber cut at FHL end
Action: FHL team restored their fiber
Area: Dhanmondi Thana, Hazaribagh Thana & New Market Thana
Unit: FHL
Tracking ID: RDTXM2301211207",Hosna Ara,"Incident Notification:
13 2G, 4 3G & 11 4G Sites in Dhaka Metro & Dhaka South are down
Severity: C3
FT: 12:07_21/01
ERT: 4 hrs
POP: DHDHN14, DHDHN15
Cause: Suspecting fiber issue at FHL end
Area: Dhanmondi Thana, Hazaribagh Thana & New Market Thana
Unit: FHL
Tracking ID: RDTXM2301211207",2023-01-21 13:30,
467,Alauddin Vai,"@Paru , any CR at DHDHN01 site ?",,,2023-01-21 13:53,
468,Baten Vai,"21-Jan'23@13:15
BSC CSSR: No degradation
Voice Traffic: No degradation",,,2023-01-21 13:54,
469,Baten Vai,"21-Jan'23@11:30
BSC CSSR: No degradation
Voice Traffic: No degradation",,,2023-01-21 12:15,
470,Eric Amit Dada,"Pending Incidents at 12:00_21/01/2023

Fiber Network:

1. CGHTZ11 (Egaromile) to RMKKL05 (Ghagra) BTCL DWDM fiber is down
Impact: No outage
Severity: C-3
FT: 19:25_18/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BTCL

2. NOSNM29(Sonaimuri Outer) to NOCTK18(Halima Dighirpar) BTCL fiber (Router to Router, Full break) is still down
Impact: No outage
Severity: C-3
FT: 23:00_20/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BTCL

3. NOSNB07 (Khajuria_land_55m) to LXRGN06 (Hanubaish_land_55m) Robi UG fiber (Router to Router, Full break) is down
Impact: No outage
Severity: C-3
FT: 09:35_21/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: Hamida (Robi Own)

4. DHDEM20(DH0399) to DHJTB47(DH0595) SCL OSN fiber is down
Impact: No outage
Severity: C-3
FT: 11:28_21/01
ERT: Yet…",,,2023-01-21 12:21,Read more
471,Hosna Ara,"Incident Notification:
13 2G, 4 3G & 11 4G Sites in Dhaka Metro & Dhaka South are down
Severity: C3
FT: 12:07_21/01
ERT: 4 hrs
POP: DHDHN14, DHDHN15
Cause: Suspecting fiber issue at FHL end
Area: Dhanmondi Thana, Hazaribagh Thana & New Market Thana
Unit: FHL
Tracking ID: RDTXM2301211207",,,2023-01-21 12:21,
472,hasan yeaseen,"Please share ""delay & Packet Loss"" summary hourly until further notice.

@Eric Amit Dada Da, @tawhid vai vai, @Shahin Vaia Vai, @Gowranggo Risi Da, @Eshtiuk Hossain vai",Eric Amit Dada,"Network Update
09:00_21/01/2023

PDP SR found 100% in all UGWs 

Currently no Pending TT in the Core bucket

No Capping observed

No alarm found at ATIC

No Delay & Packet loss in Service Performance Report

No critical alarms found at PSA Report

CTO and CEBO traces are not running due to some security error

NCEIP QoS related issue raised to TxM/Tx_FLS (06:00_21/01/23)",2023-01-21 12:24,
473,Hosna Ara,"Incident Notification:
43 2G, 30 3G & 36 4G Sites in Chittagong Metro, Chittagong North & Chittagong South are down
Severity: C1
FT: 12:16_21/01
ERT: 
Cause: Yet to identify
Area: Bakalia Thana, Chakoria, Double Mooring Thana, Hathazari, Kotwali Thana, Lama, Langadu, Mirsharai, Panchlaish Thana, Patenga Thana, Rangunia & Raozan
Unit: 
TT:",,,2023-01-21 12:26,
474,Hosna Ara,"Incident Notification:
43 2G, 30 3G & 36 4G Sites in Chittagong Metro, Chittagong North & Chittagong South are down
Severity: C1
FT: 12:16_21/01
ERT: 4 hrs
POP: CGPTG18,CGKTL13 ,CGKTL33 
Cause: Suspecting fiber issue at SCL end
Area: Bakalia Thana, Chakoria, Double Mooring Thana, Hathazari, Kotwali Thana, Lama, Langadu, Mirsharai, Panchlaish Thana, Patenga Thana, Rangunia & Raozan
Unit: SCL
Tracking ID: RDTXM2301211216",Hosna Ara,"Incident Notification:
43 2G, 30 3G & 36 4G Sites in Chittagong Metro, Chittagong North & Chittagong South are down
Severity: C1
FT: 12:16_21/01
ERT: 
Cause: Yet to identify
Area: Bakalia Thana, Chakoria, Double Mooring Thana, Hathazari, Kotwali Thana, Lama, Langadu, Mirsharai, Panchlaish Thana, Patenga Thana, Rangunia & Raozan
Unit: 
TT:",2023-01-21 12:28,
475,Alauddin Vai,"Restored

Duel fiber cut at SCL end",Hosna Ara,"Incident Notification:
43 2G, 30 3G & 36 4G Sites in Chittagong Metro, Chittagong North & Chittagong South are down
Severity: C1
FT: 12:16_21/01
ERT: 4 hrs
POP: CGPTG18,CGKTL13 ,CGKTL33 
Cause: Suspecting fiber issue at SCL end
Area: Bakalia Thana, Chakoria, Double Mooring Thana, Hathazari, Kotwali Thana, Lama, Langadu, Mirsharai, Panchlaish Thana, Patenga Thana, Rangunia & Raozan
Unit: SCL
Tracking ID: RDTXM2301211216",2023-01-21 12:49,
476,Hosna Ara,restored,Alauddin Vai,"Incident Notification:
6 2G, 1 3G & 6 4G Sites in Chittagong North are down
Severity: C3
FT: 07:03_21/01

POP: CGSKD15
 
Area: Sandwip & Sitakunda
Unit: SCL
Tracking ID: RDTXM2301210703",2023-01-21 10:16,
477,Hosna Ara,"Close Notification:
6 2G, 1 3G & 6 4G Sites in Chittagong North are up
Severity: C3
FT: 07:03_21/01
RT: 10:15_21/01
DUR: 03:12
POP: CGSKD15
Cause: SCL device malfunctioned at POP
Action: SCL team replaced the device 
Area: Sandwip & Sitakunda
Unit: SCL
Tracking ID: RDTXM2301210703",Hosna Ara,"Incident Notification:
6 2G, 1 3G & 6 4G Sites in Chittagong North are down
Severity: C3
FT: 07:03_21/01
ERT: 4 hrs
POP: CGSKD15
Cause: Suspecting fiber issue at SCL end
Area: Sandwip & Sitakunda
Unit: SCL
Tracking ID: RDTXM2301210703",2023-01-21 10:18,
478,Hosna Ara,Restored,Hosna Ara,"Incident Notification:
2 2G, 2 3G & 2 4G Sites in Sylhet are down
Severity: C3
FT: 09:18_21/01
ERT: 4 hrs
Link: SNCTK04-SNCTK23
Cause: MW link down
Area: Chhatak
Unit: e.co
TT: INC000017921605",2023-01-21 10:21,
479,Hosna Ara,"Close Notification:
2 2G, 2 3G & 2 4G Sites in Sylhet are up
Severity: C3
FT: 09:18_21/01
RT: 10:15_21/01
DUR: 00:57
Link: SNCTK04-SNCTK23
Cause: Battery stolen issue at SNCTK23
Action: Commercial power restored 
Area: Chhatak
Unit: ULKA
TT: INC000017921605",Hosna Ara,"Incident Notification:
2 2G, 2 3G & 2 4G Sites in Sylhet are down
Severity: C3
FT: 09:18_21/01
ERT: 4 hrs
Link: SNCTK04-SNCTK23
Cause: MW link down
Area: Chhatak
Unit: e.co
TT: INC000017921605",2023-01-21 10:27,
480,Alauddin Vai,"plz update close as of SCL information

Unit: SCL, e.co",Hosna Ara,"Close Notification:
6 2G, 1 3G & 6 4G Sites in Chittagong North are up
Severity: C3
FT: 07:03_21/01
RT: 10:15_21/01
DUR: 03:12
POP: CGSKD15
Cause: SCL device malfunctioned at POP
Action: SCL team replaced the device 
Area: Sandwip & Sitakunda
Unit: SCL
Tracking ID: RDTXM2301210703",2023-01-21 10:29,
481,Baten Vai,"21-Jan'23@09:45
BSC CSSR: No degradation
Voice Traffic: No degradation",,,2023-01-21 10:39,
482,Hosna Ara,"Update of Site Down at 09:00 On 21-01-2023

Region: 2G/3G/4G
National: 26/10/30

DHK_M: 2/1/3
DHK_N: 1/0/1
DHK_S: 1/0/0
DHK_O: 2/0/1
CTG_M: 1/1/2
CTG_N: 9/2/9 -Discrete & incident[6/1/6]
CTG_S: 2/2/4
COM: 0/0/0
NOA: 3/0/4
SYL: 0/0/0
MYM: 2/2/3
BAR: 0/1/0
KHL: 2/1/2
KUS: 1/0/1
RAJ: 0/0/0
RANG: 0/0/0",,,2023-01-21 09:05,
483,Tanveer Vai TX,Checking,Alauddin Vai,"Thanks Bro, @Tanveer Vai TX vi, plz check",2023-01-21 08:30,
484,Tanveer Vai TX,SCL C3 incident running,Tanveer Vai TX,Checking,2023-01-21 08:34,
485,Alauddin Vai,Thansk,,,2023-01-21 08:34,
486,Alauddin Vai,"@Hosna Ara Sis, Please share power log to RAN FLS for 3G lock request of CTG_Metro.",,,2023-01-21 08:40,
487,Hosna Ara,ok vaia,Alauddin Vai,"@Hosna Ara Sis, Please share power log to RAN FLS for 3G lock request of CTG_Metro.",2023-01-21 08:41,
488,Hosna Ara,@Ranfls concern please check mail,Alauddin Vai,"@Hosna Ara Sis, Please share power log to RAN FLS for 3G lock request of CTG_Metro.",2023-01-21 08:48,
489,Baten Vai,Ok,,,2023-01-21 08:55,
490,Eric Amit Dada,"Network Update
09:00_21/01/2023

PDP SR found 100% in all UGWs 

Currently no Pending TT in the Core bucket

No Capping observed

No alarm found at ATIC

No Delay & Packet loss in Service Performance Report

No critical alarms found at PSA Report

CTO and CEBO traces are not running due to some security error

NCEIP QoS related issue raised to TxM/Tx_FLS (06:00_21/01/23)",,,2023-01-21 09:04,
491,Mahafuj RNM,"Update of Site Down at 07:00 On 21-01-2023

Region: 2G/3G/4G
National: 17/8/19

DHK_M: 1/2/3
DHK_N: 1/1/1
DHK_S: 1/0/0
DHK_O: 1/0/0
CTG_M: 2/1/2
CTG_N: 3/1/4
CTG_S: 2/1/3
COM: 0/0/0
NOA: 4/0/4
SYL: 1/1/1
MYM: 0/0/0
BAR: 0/1/0
KHL: 1/0/1
KUS: 0/0/0
RAJ: 0/0/0
RANG: 0/0/0",,,2023-01-21 07:01,
492,baitul,"21-Jan'23@06:15
BSC CSSR: No degradation
Voice Traffic: No degradation",,,2023-01-21 07:06,
493,Shahin Vaia,"@Hosna Ara, Still down ?",Mahafuj RNM,"Incident Notification:
8 2G & 9 4G Sites in Comilla are down 
Severity: C3
FT: 06:13_21/01
ERT: 4 hrs
POP: CMMHG06,CMMHG01
Cause: Suspecting fiber issue at FHL end
Area: Manoharganj
Unit: FHL
Tracking ID: RDTXM2301210613",2023-01-21 07:18,
494,Hosna Ara,"Incident Notification:
6 2G, 1 3G & 6 4G Sites in Chittagong North are down
Severity: C3
FT: 07:03_21/01
ERT: 4 hrs
POP: CGSKD15
Cause: Suspecting fiber issue at SCL end
Area: Sandwip & Sitakunda
Unit: SCL
Tracking ID: RDTXM2301210703",,,2023-01-21 07:22,
495,Hosna Ara,up vaia,Shahin Vaia,"@Hosna Ara, Still down ?",2023-01-21 07:22,
496,Shahin Vaia,"Ok, send close notification quickly",Hosna Ara,up vaia,2023-01-21 07:23,
497,Shahin Vaia,"The Duty Handover to Morning shift at 07:30 on 21-Jan-2023:

SM: Alauddin 
CNM: Amit
TX_M: Shariful 
TX_FLS: Tanvir
RAN_M: Hosne Ara
RAN_FLS: Baten & Arif

BO Support Concerns for this week (15 January to 21 January_2023)

CN_BO: CS_ Arif & PS_ Abeer
TX_BO: Toriqul
RAN_BO: Zakeer
OSS: Paroma
IP TNO:  Abul Kashem
TSPR: Monoj
DCN_Net: Mostaq

Major Concern: 

1. @RANFLS/SM, please check BSC/RNC Voice Traffic degradation, CSSR degradation update email from Network. Insight regular basis. 
@RANFLS from now on post the update every hour. 
@SM, Keep Tableau/Network Availability Dashboard under observation.

2. @RANFLS, don't reset any Gulshan's sites except jalal vai's consent.

3. Please don’t open any Core site CR without Jalal Bhai’s concern.
(Bhaiya will take …",,,2023-01-21 07:31,Read more
498,Hosna Ara,"Close Notification:
8 2G & 9 4G Sites in Comilla are up
Severity: C3
FT: 06:13_21/01
RT: 06:48_21/01
DUR: 00:35
POP: CMMHG06,CMMHG01
Cause: Suspecting fiber issue at FHL end, Formal RCA will cover the details investigation & its findings
Area: Manoharganj
Unit: FHL
Tracking ID: RDTXM2301210613",Mahafuj RNM,"Incident Notification:
8 2G & 9 4G Sites in Comilla are down 
Severity: C3
FT: 06:13_21/01
ERT: 4 hrs
POP: CMMHG06,CMMHG01
Cause: Suspecting fiber issue at FHL end
Area: Manoharganj
Unit: FHL
Tracking ID: RDTXM2301210613",2023-01-21 07:31,
499,Atik Rnm,Ranfls:: Baten Bhai + Atiq,Shahin Vaia,"The Duty Handover to Morning shift at 07:30 on 21-Jan-2023:

SM: Alauddin 
CNM: Amit
TX_M: Shariful 
TX_FLS: Tanvir
RAN_M: Hosne Ara
RAN_FLS: Baten & Arif

BO Support Concerns for this week (15 January to 21 January_2023)

CN_BO: CS_ Arif & PS_ Abeer
TX_BO: Toriqul
RAN_BO: Zakeer
OSS: Paroma
IP TNO:  Abul Kashem
TSPR: Monoj
DCN_Net: Mostaq

Major Concern: 

1. @RANFLS/SM, please check BSC/RNC Voice Traffic degradation, CSSR degradation update email from Network. Insight regular basis. 
@RANFLS from now on post the update every hour. 
@SM, Keep Tableau/Network Availability Dashboard under observation.

2. @RANFLS, don't reset any Gulshan's sites except jalal vai's consent.

3. Please don’t open any Core site CR without Jalal Bhai’s concern.
(Bhaiya will take ",2023-01-21 07:31,
500,Hosna Ara,SCL feedback: Getting both hand down at the same time. Team assigned to check the fiber path,Hosna Ara,"Incident Notification:
6 2G, 1 3G & 6 4G Sites in Chittagong North are down
Severity: C3
FT: 07:03_21/01
ERT: 4 hrs
POP: CGSKD15
Cause: Suspecting fiber issue at SCL end
Area: Sandwip & Sitakunda
Unit: SCL
Tracking ID: RDTXM2301210703",2023-01-21 07:37,
501,Hosna Ara,"Update of Site Down at 08:00 On 21-01-2023

Region: 2G/3G/4G
National: 27/10/29

DHK_M: 2/1/3
DHK_N: 1/0/1
DHK_S: 1/0/0
DHK_O: 1/0/0
CTG_M: 2/1/2
CTG_N: 10/2/9-Discrete & incident[6/1/6]
CTG_S: 2/1/4
COM: 0/0/0
NOA: 3/0/4
SYL: 1/1/1
MYM: 0/0/1
BAR: 0/1/0
KHL: 2/1/2
KUS: 2/2/2
RAJ: 0/0/0
RANG: 0/0/0",,,2023-01-21 08:05,
502,Alauddin Vai,"@Atik Rnm vi, plz check:



DG sites update at 08:00 on 21-01-2023

CC:3
CGSKD09(Edotco): 07:35 21-01-23
FNDGN19(Edotco): 14:45 18-01-23
LXSDR25(Edotco): 13:24 18-01-23",,,2023-01-21 08:06,
503,Atik Rnm,"DG sites update at 08:00 on 21-01-2023

CC:3
CGSKD09(Edotco): 07:35 21-01-23- HB failure persist, need to check TX part
FNDGN19(Edotco): 14:45 18-01-23- Up now
LXSDR25(Edotco): 13:24 18-01-23 - Up now",Alauddin Vai,"@Atik Rnm vi, plz check:



DG sites update at 08:00 on 21-01-2023

CC:3
CGSKD09(Edotco): 07:35 21-01-23
FNDGN19(Edotco): 14:45 18-01-23
LXSDR25(Edotco): 13:24 18-01-23",2023-01-21 08:24,
504,Alauddin Vai,"Thanks Bro, @Tanveer Vai TX vi, plz check",Atik Rnm,"DG sites update at 08:00 on 21-01-2023

CC:3
CGSKD09(Edotco): 07:35 21-01-23- 
FNDGN19(Edotco): 14:45 18-01-23- Up now
LXSDR25(Edotco): 13:24 18-01-23 - Up now",2023-01-21 08:29,
505,Mahafuj RNM,"Update of Site Down at 03:00 On 21-01-2023

Region: 2G/3G/4G
National: 17/7/16

DHK_M: 1/1/3
DHK_N: 1/0/1
DHK_S: 1/0/0
DHK_O: 3/1/1
CTG_M: 2/1/2
CTG_N: 3/0/2
CTG_S: 1/1/2
COM: 0/0/0
NOA: 3/0/3
SYL: 2/2/2
MYM: 0/0/0
BAR: 0/1/0
KHL: 0/0/0
KUS: 0/0/0
RAJ: 0/0/0
RANG: 0/0/0",,,2023-01-21 03:03,
506,Txmonitoring,Fiber incident update at 03:00_21/01,,,2023-01-21 03:05,
507,Mahafuj RNM,"Close Notification:
2 2G, 2 3G & 2 4G Sites in Mymensingh are up
Severity: C3
FT: 03:11_21/01
RT: 03:29_21/01
DUR: 00:18
Cause: Power issue at MYBLK43
Action: CP restored 
Area: Bhaluka
Unit: ULKA
TT: INC000017920974",,,2023-01-21 03:42,
508,Mahafuj RNM,"Update of Site Down at 04:00 On 21-01-2023

Region: 2G/3G/4G
National: 14/6/14

DHK_M: 1/2/3
DHK_N: 1/0/1
DHK_S: 1/0/0
DHK_O: 1/0/0
CTG_M: 2/1/2
CTG_N: 3/0/2
CTG_S: 1/1/2
COM: 0/0/0
NOA: 3/0/3
SYL: 1/1/1
MYM: 0/0/0
BAR: 0/1/0
KHL: 0/0/0
KUS: 0/0/0
RAJ: 0/0/0
RANG: 0/0/0",,,2023-01-21 04:01,
509,Hosna Ara,mail raised to OSS,Hosna Ara,10 sites getting up from ENM,2023-01-20 21:26,
510,Hosna Ara,"Update of Site Down at 22:00 On 20-01-2023

Region: 2G/3G/4G
National: 18/5/10

DHK_M: 4/1/3
DHK_N: 1/0/1
DHK_S: 2/0/0
DHK_O: 4/0/0
CTG_M: 1/1/1
CTG_N: 1/0/0
CTG_S: 0/0/0
COM: 0/0/0
NOA: 3/0/3
SYL: 1/1/1
MYM: 0/0/0
BAR: 0/1/0
KHL: 0/1/0
KUS: 1/0/1
RAJ: 0/0/0
RANG: 0/0/0",,,2023-01-20 22:04,
